Formula,Temperature,Heat_Capacity
O1Sr1,3400,72.438
O1Sr1,3300,71.785
O1Sr1,3200,71.132
O1Sr1,3100,70.479
O1Sr1,3000,69.827
O1Sr1,2938,69.425
O1Sr1,2900,69.174
O1Sr1,2800,68.517
O1Sr1,2700,67.864
O1Sr1,2600,67.208
O1Sr1,2500,66.551
O1Sr1,2400,65.89
O1Sr1,2300,65.229
O1Sr1,2200,64.563
O1Sr1,2100,63.898
O1Sr1,2000,63.229
O1Sr1,1900,62.559
O1Sr1,1800,61.881
O1Sr1,1700,61.199
O1Sr1,1600,60.509
O1Sr1,1500,59.81
O1Sr1,1400,59.103
O1Sr1,1300,58.379
O1Sr1,1200,57.639
O1Sr1,1100,56.873
O1Sr1,1000,56.074
O1Sr1,900,55.22
O1Sr1,800,54.3
O1Sr1,700,53.262
O1Sr1,600,52.049
O1Sr1,500,50.534
O1V1,298,45.501
O1V1,2500,83.183
O1V1,2400,81.718
O1V1,2300,80.25
O1V1,2200,78.781
O1V1,2100,77.298
O1V1,2063,76.747
O1V1,2000,75.847
O1V1,1900,74.339
O1V1,1800,72.851
O1V1,1700,71.351
O1V1,1600,69.842
O1V1,1500,68.325
O1V1,1400,66.791
O1V1,1300,65.243
O1V1,1200,63.677
O1V1,1100,62.086
O1V1,1000,60.463
O1V1,900,58.803
O1V1,800,57.099
O1V1,700,55.343
O1V1,600,53.53
O1V1,500,51.651
O1V1,400,49.58
O1V1,300,45.647
O2.72W1,298,68.283
O2.72W1,2900,119.579
O2.72W1,2800,118.324
O2.72W1,2700,117.068
O2.72W1,2600,115.813
O2.72W1,2500,114.558
O2.72W1,2400,113.303
O2.72W1,2300,112.048
O2.72W1,2200,110.792
O2.72W1,2100,109.537
O2.72W1,2000,108.282
O2.72W1,1900,107.027
O2.72W1,1800,105.772
O2.72W1,1700,104.516
O2.72W1,1600,103.261
O2.72W1,1500,102.006
O2.72W1,1400,100.751
O2.72W1,1300,99.286
O2.72W1,1200,97.822
O2.72W1,1100,96.441
O2.72W1,1000,95.019
O2.72W1,900,93.471
O2.72W1,800,91.839
O2.72W1,700,89.81
O2.72W1,600,86.985
O2.72W1,500,82.927
O2.72W1,400,76.902
O2.72W1,300,68.408
O2.96W1,298,72.383
O2.96W1,2900,124.6
O2.96W1,2800,123.344
O2.96W1,2700,122.089
O2.96W1,2600,120.834
O2.96W1,2500,119.579
O2.96W1,2400,118.324
O2.96W1,2300,117.068
O2.96W1,2200,115.813
O2.96W1,2100,114.558
O2.96W1,2000,113.303
O2.96W1,1900,112.048
O2.96W1,1800,110.792
O2.96W1,1700,109.537
O2.96W1,1600,108.282
O2.96W1,1500,107.194
O2.96W1,1400,106.106
O2.96W1,1300,104.851
O2.96W1,1200,103.512
O2.96W1,1100,102.215
O2.96W1,1000,100.709
O2.96W1,900,99.37
O2.96W1,800,97.404
O2.96W1,700,95.312
O2.96W1,600,92.257
O2.96W1,500,87.864
O2.96W1,400,81.504
O2.96W1,300,72.634
O2Pb1,298,61.17
O2Pb1,1100,79.669
O2Pb1,1000,79.301
O2Pb1,900,78.602
O2Pb1,800,77.571
O2Pb1,700,76.21
O2Pb1,600,74.517
O2Pb1,500,71.698
O2Pb1,400,67.613
O2Pb1,300,61.318
O2Si1,298,26.581
O2Si1,2900,76.015
O2Si1,2800,75.852
O2Si1,2700,75.684
O2Si1,2600,75.509
O2Si1,2500,75.333
O2Si1,2400,75.145
O2Si1,2300,74.952
O2Si1,2200,74.751
O2Si1,2100,74.542
O2Si1,2000,74.316
O2Si1,1900,74.074
O2Si1,1800,73.814
O2Si1,1700,73.534
O2Si1,1600,73.22
O2Si1,1500,72.869
O2Si1,1400,72.467
O2Si1,1300,71.998
O2Si1,1200,71.446
O2Si1,1100,70.772
O2Si1,1000,69.923
O2Si1,900,68.823
O2Si1,800,67.337
O2Si1,700,65.229
O2Si1,600,62.049
O2Si1,500,56.856
O2Si1,400,47.413
O2Si1,300,27.154
O2Ti1,298,55.271
O2Ti1,1900,77.446
O2Ti1,1800,77.362
O2Ti1,1700,77.237
O2Ti1,1600,77.111
O2Ti1,1500,76.944
O2Ti1,1400,76.735
O2Ti1,1300,76.484
O2Ti1,1200,76.191
O2Ti1,1100,75.814
O2Ti1,1000,75.354
O2Ti1,900,74.726
O2Ti1,800,73.86
O2Ti1,700,72.655
O2Ti1,600,70.89
O2Ti1,500,68.145
O2Ti1,400,63.593
O2Ti1,300,55.471
O2Zr1,298,56.191
O2Zr1,3400,74.475
O2Zr1,3300,74.475
O2Zr1,3200,74.475
O2Zr1,3100,74.475
O2Zr1,3000,74.475
O2Zr1,2950,74.475
O2Zr1,2900,74.475
O2Zr1,2800,74.475
O2Zr1,2700,74.475
O2Zr1,2600,74.475
O2Zr1,2500,74.475
O2Zr1,2400,74.475
O2Zr1,2300,74.475
O2Zr1,2200,74.475
O2Zr1,2100,74.475
O2Zr1,2000,74.475
O2Zr1,1900,74.475
O2Zr1,1800,74.475
O2Zr1,1700,74.475
O2Zr1,1600,74.475
O2Zr1,1500,74.475
O2Zr1,1478,80.108
O2Zr1,1478,74.475
O2Zr1,1400,79.45
O2Zr1,1300,78.58
O2Zr1,1200,77.684
O2Zr1,1100,76.743
O2Zr1,1000,75.747
O2Zr1,900,74.663
O2Zr1,800,73.45
O2Zr1,700,72.023
O2Zr1,600,70.237
O2Zr1,500,67.764
O2Zr1,400,63.848
O2Zr1,300,56.262
O3V2,298,104.963
O3V2,2700,193.437
O3V2,2600,189.978
O3V2,2500,186.526
O3V2,2400,183.086
O3V2,2340,181.021
O3V2,,179.655
O3V2,2200,176.246
O3V2,2100,172.847
O3V2,2000,169.468
O3V2,1900,166.112
O3V2,1800,162.782
O3V2,1700,159.481
O3V2,1600,156.221
O3V2,1500,153.005
O3V2,1400,149.841
O3V2,1300,146.741
O3V2,1200,143.718
O3V2,1100,140.786
O3V2,1000,137.957
O3V2,900,135.246
O3V2,800,132.639
O3V2,700,130.071
O3V2,600,127.326
O3V2,500,123.75
O3V2,400,117.54
O3V2,300,105.26
O4Pb2Si1,298,136.984
O4Pb2Si1,1900,201.292
O4Pb2Si1,1800,200.121
O4Pb2Si1,1700,199.033
O4Pb2Si1,1600,197.903
O4Pb2Si1,1500,196.648
O4Pb2Si1,1400,195.309
O4Pb2Si1,1300,193.719
O4Pb2Si1,1200,192.046
O4Pb2Si1,1100,190.79
O4Pb2Si1,1000,189.117
O4Pb2Si1,900,186.774
O4Pb2Si1,800,184.18
O4Pb2Si1,700,180.121
O4Pb2Si1,600,173.343
O4Pb2Si1,500,163.762
O4Pb2Si1,400,152.005
O4Pb2Si1,300,137.235
O4S1Zn1,298,99.035
O4S1Zn1,1900,145.185
O4S1Zn1,1800,145.185
O4S1Zn1,1700,145.185
O4S1Zn1,1600,145.185
O4S1Zn1,1500,145.185
O4S1Zn1,1400,145.185
O4S1Zn1,1300,145.185
O4S1Zn1,1200,145.185
O4S1Zn1,1100,145.185
O4S1Zn1,1013,142.13
O4S1Zn1,1013,145.185
O4S1Zn1,1000,142.005
O4S1Zn1,900,140.875
O4S1Zn1,800,139.704
O4S1Zn1,700,138.574
O4S1Zn1,600,137.444
O4S1Zn1,540,136.817
O4S1Zn1,540,136.817
O4S1Zn1,500,131.21
O4S1Zn1,400,116.022
O4S1Zn1,300,99.37
O4Si1Zr1,298,98.659
O4Si1Zr1,2900,150.624
O4Si1Zr1,2800,150.624
O4Si1Zr1,2700,150.624
O4Si1Zr1,2600,150.624
O4Si1Zr1,2500,150.624
O4Si1Zr1,2400,150.624
O4Si1Zr1,2300,150.624
O4Si1Zr1,2200,150.624
O4Si1Zr1,2100,150.624
O4Si1Zr1,2000,150.624
O4Si1Zr1,1900,150.624
O4Si1Zr1,1800,150.624
O4Si1Zr1,1700,150.624
O4Si1Zr1,1600,150.624
O4Si1Zr1,1500,150.624
O4Si1Zr1,1400,150.415
O4Si1Zr1,1300,150.164
O4Si1Zr1,1200,149.704
O4Si1Zr1,1100,148.741
O4Si1Zr1,1000,147.277
O4Si1Zr1,900,145.268
O4Si1Zr1,800,142.674
O4Si1Zr1,700,138.825
O4Si1Zr1,600,133.679
O4Si1Zr1,500,125.938
O4Si1Zr1,400,114.642
O4Si1Zr1,300,99.119
P1,298,23.825
P1,900,26.485
P1,800,26.485
P1,700,26.485
P1,600,26.485
P1,500,26.485
P1,450,25.997
P1,400,25.313
P1,350,24.731
P1,317.3,24.351
P1,300,23.87
P4S3,298,146.44
P4S3,1900,146.44
P4S3,1800,146.44
P4S3,1700,146.44
P4S3,1600,146.44
P4S3,1500,146.44
P4S3,1400,146.44
P4S3,1300,146.44
P4S3,1200,146.44
P4S3,1100,146.44
P4S3,1000,146.44
P4S3,900,146.44
P4S3,800,146.44
P4S3,700,146.44
P4S3,600,146.44
P4S3,500,146.44
P4S3,440,146.44
P4S3,400,146.44
P4S3,300,146.44
Pb1S1,1700,62.551
Pb1S1,1600,61.714
Pb1S1,1500,60.877
Pb1S1,1400,59.957
Pb1S1,1300,59.036
Pb1S1,1200,58.074
Pb1S1,1100,57.153
Pb1S1,1000,56.191
Pb1S1,900,55.271
Pb1S1,800,54.308
Pb1S1,700,53.346
Pb1S1,600,52.384
Pb1S1,500,51.463
Pb1S1,400,50.459
Pb1S1,300,49.455
Rb1,500,49.699
Rb1,450,45.082
Rb1,400,40.465
Rb1,350,35.848
Rb1,312.65,32.401
Rb1,300,31.188
Rb1,298,31.062
S1,700,31.045
S1,600,28.995
S1,500,26.945
S1,450,25.92
S1,400,24.895
S1,368.3,24.246
S1,350,23.87
S1,300,22.744
S1,298,22.698
S1Sr1,2900,66.212
S1Sr1,2800,65.689
S1Sr1,2700,65.166
S1Sr1,2600,64.643
S1Sr1,2500,64.12
S1Sr1,2400,63.597
S1Sr1,2300,63.074
S1Sr1,2200,62.551
S1Sr1,2100,62.028
S1Sr1,2000,61.505
S1Sr1,1900,60.982
S1Sr1,1800,60.459
S1Sr1,1700,59.951
S1Sr1,1600,59.455
S1Sr1,1500,58.937
S1Sr1,1400,58.409
S1Sr1,1300,57.87
S1Sr1,1200,57.321
S1Sr1,1100,56.777
S1Sr1,1000,56.233
S1Sr1,900,55.522
S1Sr1,800,54.894
S1Sr1,700,54.099
S1Sr1,600,53.179
S1Sr1,500,51.882
S1Sr1,400,50.208
S1Sr1,300,48.727
S1Sr1,298,48.702
Sr1,1400,38.801
Sr1,1300,37.604
Sr1,1200,36.428
Sr1,1100,35.273
Sr1,1000,34.139
Sr1,900,33.027
Sr1,820,32.151
Sr1,800,31.935
Sr1,700,30.864
Sr1,600,29.814
Sr1,500,28.785
Sr1,450,28.278
Sr1,400,27.777
Sr1,350,27.298
Sr1,300,26.809
Sr1,298,26.791
Ti1,1600,55.22
Ti1,1500,49.764
Ti1,1400,44.948
Ti1,1300,40.771
Ti1,1200,37.233
Ti1,1166,36.175
Ti1,1100,34.334
Ti1,1000,32.074
Ti1,900,30.454
Ti1,800,29.472
Ti1,700,29.135
Ti1,600,28.596
Ti1,500,27.877
Ti1,450,27.418
Ti1,400,26.862
Ti1,350,26.169
Ti1,300,25.276
Ti1,298,25.238
V1,2600,52.028
V1,2500,50.103
V1,2400,48.179
V1,2300,46.254
V1,2200,44.329
V1,2190,44.141
V1,2100,42.468
V1,2000,40.92
V1,1900,39.539
V1,1800,38.2
V1,1700,37.028
V1,1600,35.857
V1,1500,34.811
V1,1400,33.807
V1,1300,32.74
V1,1200,31.798
V1,1100,30.878
V1,1000,30.083
V1,900,29.372
V1,800,28.66
V1,700,28.033
V1,600,27.489
V1,500,26.945
V1,450,26.61
V1,400,26.234
V1,350,25.681
V1,300,24.928
V1,298,24.896
W1,4700,122.12
W1,4600,116.629
W1,4500,111.137
W1,4400,105.646
W1,4300,100.154
W1,4200,94.663
W1,4100,89.171
W1,4000,83.68
W1,3900,78.188
W1,3800,72.697
W1,3700,67.205
W1,3680,66.149
W1,3600,61.714
W1,3500,56.484
W1,3400,52.3
W1,3300,48.953
W1,3200,46.024
W1,3100,43.43
W1,3000,41.003
W1,2900,39.12
W1,2800,37.447
W1,2700,36.192
W1,2600,35.246
W1,2500,34.736
W1,2400,34.233
W1,2300,33.736
W1,2200,33.238
W1,2100,32.744
W1,2000,32.254
W1,1900,31.765
W1,1800,31.284
W1,1700,30.807
W1,1600,30.334
W1,1500,29.862
W1,1400,29.393
W1,1300,28.93
W1,1200,28.472
W1,1100,28.017
W1,1000,27.564
W1,900,27.112
W1,800,26.669
W1,700,26.229
W1,600,25.79
W1,500,25.359
W1,450,25.144
W1,400,24.928
W1,350,24.644
W1,300,24.313
W1,298,24.295
Zn1,900,32.716
Zn1,800,31.284
Zn1,700,29.9
Zn1,692.73,29.802
Zn1,600,28.588
Zn1,500,27.386
Zn1,450,26.843
Zn1,400,26.346
Zn1,350,25.889
Zn1,300,25.406
Zn1,298,25.387
Zr1,1600,37.762
Zr1,1500,36.846
Zr1,1400,35.807
Zr1,1300,34.681
Zr1,1200,33.502
Zr1,1135,32.724
Zr1,1100,32.306
Zr1,1000,31.128
Zr1,900,30.003
Zr1,800,28.966
Zr1,700,28.053
Zr1,600,27.281
Zr1,500,26.564
Zr1,450,26.246
Zr1,400,25.935
Zr1,350,25.606
Zr1,300,
Zr1,298,25.202
